,state,district,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_,total_enrol,total_demo_update,total_bio_update,update_intensity
207,Chhattisgarh,Sukma,1256.0,804.0,119.0,1509.0,11237.0,13922.0,16217.0,2179.0,12746.0,30139.0,19.672018348623855
208,Chhattisgarh,Surajpur,2250.0,720.0,7.0,3394.0,38673.0,24586.0,47236.0,2977.0,42067.0,71822.0,38.243451981195435
209,Chhattisgarh,Surguja,2866.0,679.0,11.0,9129.0,106554.0,30222.0,52638.0,3556.0,115683.0,82860.0,55.817542873207756
210,Chhattisgarh,Uttar Bastar Kanker,718.0,162.0,8.0,1113.0,12455.0,7038.0,23263.0,888.0,13568.0,30301.0,49.346456692913385
211,Dadra & Nagar Haveli,Dadra & Nagar Haveli,22.0,3.0,0.0,32.0,203.0,72.0,481.0,25.0,235.0,553.0,30.307692307692307
212,Dadra and Nagar Haveli,Dadra and Nagar Haveli,669.0,71.0,4.0,1310.0,4723.0,10791.0,16444.0,744.0,6033.0,27235.0,44.65503355704698
213,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,70.0,10.0,8.0,145.0,1544.0,550.0,1428.0,88.0,1689.0,1978.0,41.20224719101124
214,Dadra and Nagar Haveli and Daman and Diu,Daman,49.0,5.0,9.0,107.0,1580.0,190.0,331.0,63.0,1687.0,521.0,34.5
215,Dadra and Nagar Haveli and Daman and Diu,Diu,12.0,6.0,4.0,54.0,310.0,13.0,20.0,22.0,364.0,33.0,17.26086956521739
216,Daman & Diu,Daman,8.0,1.0,0.0,23.0,354.0,360.0,1052.0,9.0,377.0,1412.0,178.9
217,Daman & Diu,Diu,12.0,0.0,0.0,18.0,249.0,171.0,602.0,12.0,267.0,773.0,80.0
218,Daman and Diu,Daman,47.0,11.0,0.0,164.0,940.0,2411.0,1622.0,58.0,1104.0,4033.0,87.0677966101695
219,Daman and Diu,Diu,60.0,2.0,0.0,70.0,378.0,1804.0,926.0,62.0,448.0,2730.0,50.44444444444444
221,Delhi,Central Delhi,2761.0,993.0,193.0,4432.0,44615.0,23688.0,30372.0,3947.0,49047.0,54060.0,26.11626139817629
222,Delhi,East Delhi,8055.0,2458.0,223.0,24960.0,162101.0,53829.0,68976.0,10736.0,187061.0,122805.0,28.85964422091832
223,Delhi,Najafgarh,21.0,9.0,0.0,9.0,186.0,51.0,794.0,30.0,195.0,845.0,33.54838709677419
224,Delhi,New Delhi,918.0,502.0,217.0,547.0,3514.0,2501.0,2062.0,1637.0,4061.0,4563.0,5.264957264957265
225,Delhi,North Delhi,3148.0,1230.0,81.0,9317.0,77583.0,25642.0,35188.0,4459.0,86900.0,60830.0,33.12331838565022
226,Delhi,North East,1328.0,408.0,2.0,360.0,11467.0,2393.0,44227.0,1738.0,11827.0,46620.0,33.6095457159287
228,Delhi,North East Delhi,8299.0,3749.0,65.0,25389.0,115759.0,77278.0,65818.0,12113.0,141148.0,143096.0,23.464091134224862
229,Delhi,North West Delhi,12395.0,3293.0,355.0,39744.0,274245.0,133575.0,191718.0,16043.0,313989.0,325293.0,39.845549738219894
230,Delhi,Shahdara,1121.0,515.0,64.0,4681.0,23863.0,2658.0,5305.0,1700.0,28544.0,7963.0,21.462081128747794
231,Delhi,South Delhi,10138.0,2780.0,477.0,20329.0,193160.0,96661.0,126275.0,13395.0,213489.0,222936.0,32.578754852194685
232,Delhi,South East Delhi,46.0,9.0,5.0,124.0,1045.0,239.0,343.0,60.0,1169.0,582.0,28.704918032786885
233,Delhi,South West Delhi,6951.0,1945.0,359.0,19940.0,149759.0,66558.0,74969.0,9255.0,169699.0,141527.0,33.624243733794295
234,Delhi,West Delhi,14000.0,4405.0,1009.0,25703.0,206102.0,71164.0,102078.0,19414.0,231805.0,173242.0,20.862580479011076
235,Goa,Bardez,2.0,0.0,0.0,2.0,29.0,9.0,31.0,2.0,31.0,40.0,23.666666666666668
237,Goa,North Goa,1109.0,146.0,99.0,1713.0,17130.0,18320.0,19451.0,1354.0,18843.0,37771.0,41.78154981549815
238,Goa,South Goa,805.0,108.0,64.0,1560.0,14678.0,15915.0,14669.0,977.0,16238.0,30584.0,47.875255623721884
239,Goa,Tiswadi,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,2.0,6.0
241,Gujarat,Ahmedabad,12844.0,5679.0,607.0,31732.0,236152.0,165891.0,239599.0,19130.0,267884.0,405490.0,35.19805551199624
242,Gujarat,Amreli,3460.0,587.0,246.0,2578.0,25310.0,33978.0,34536.0,4293.0,27888.0,68514.0,22.45039590125757
243,Gujarat,Anand,5616.0,828.0,536.0,3523.0,35626.0,50966.0,62729.0,6980.0,39149.0,113695.0,21.894284486463256
244,Gujarat,Arvalli,1952.0,322.0,117.0,1810.0,6286.0,19089.0,10580.0,2391.0,8096.0,29669.0,15.78804347826087
246,Gujarat,Banaskantha,9944.0,5781.0,1635.0,9778.0,65429.0,74015.0,77742.0,17360.0,75207.0,151757.0,13.073210068544439
247,Gujarat,Bharuch,3745.0,508.0,98.0,6975.0,42831.0,38361.0,38017.0,4351.0,49806.0,76378.0,28.99448529411765
248,Gujarat,Bhavnagar,8420.0,1309.0,445.0,6530.0,51332.0,65784.0,75368.0,10174.0,57862.0,141152.0,19.55911547911548
249,Gujarat,Botad,2302.0,474.0,171.0,1463.0,6082.0,10356.0,5900.0,2947.0,7545.0,16256.0,8.073609226594302
250,Gujarat,Chhotaudepur,2215.0,1303.0,589.0,1857.0,7774.0,18603.0,15199.0,4107.0,9631.0,33802.0,10.572784810126583
251,Gujarat,Dahod,5341.0,3891.0,1277.0,4796.0,31140.0,60236.0,55439.0,10509.0,35936.0,115675.0,14.425404376784016
253,Gujarat,Devbhumi Dwarka,1845.0,422.0,223.0,835.0,5751.0,17817.0,7647.0,2490.0,6586.0,25464.0,12.866318747490967
255,Gujarat,Gandhinagar,4075.0,837.0,738.0,6930.0,57658.0,33686.0,42878.0,5650.0,64588.0,76564.0,24.978233940895418
256,Gujarat,Gir Somnath,4375.0,975.0,373.0,2323.0,9743.0,23900.0,12866.0,5723.0,12066.0,36766.0,8.53109713487072
257,Gujarat,Jamnagar,4998.0,799.0,281.0,4166.0,41553.0,40890.0,40212.0,6078.0,45719.0,81102.0,20.86214837966771
258,Gujarat,Junagadh,4876.0,568.0,92.0,3875.0,34170.0,33995.0,68677.0,5536.0,38045.0,102672.0,25.413942568177713
259,Gujarat,Kachchh,6176.0,2605.0,521.0,7742.0,59047.0,67370.0,56591.0,9302.0,66789.0,123961.0,20.504138449962376
260,Gujarat,Kheda,5826.0,1224.0,517.0,5991.0,46628.0,49735.0,67426.0,7567.0,52619.0,117161.0,22.433932346723044
261,Gujarat,Mahesana,5289.0,908.0,293.0,6530.0,43687.0,42954.0,56959.0,6490.0,50217.0,99913.0,23.128947773840704
262,Gujarat,Mahisagar,2036.0,397.0,130.0,918.0,6589.0,18042.0,12910.0,2563.0,7507.0,30952.0,14.999609984399376
263,Gujarat,Morbi,5548.0,1803.0,653.0,3044.0,16755.0,21440.0,10439.0,8004.0,19799.0,31879.0,6.455715178013741
264,Gujarat,Narmada,1155.0,96.0,29.0,2729.0,12028.0,15333.0,23865.0,1280.0,14757.0,39198.0,42.11943793911007
265,Gujarat,Navsari,2453.0,201.0,103.0,5085.0,24517.0,24168.0,21384.0,2757.0,29602.0,45552.0,27.249456127628715
267,Gujarat,Panchmahals,4828.0,1122.0,329.0,3200.0,29270.0,39189.0,65579.0,6279.0,32470.0,104768.0,21.853184713375796
268,Gujarat,Patan,6023.0,2228.0,716.0,3100.0,26459.0,35135.0,38814.0,8967.0,29559.0,73949.0,11.54192685102587
269,Gujarat,Porbandar,2006.0,332.0,181.0,1801.0,12822.0,14257.0,16728.0,2519.0,14623.0,30985.0,18.098412698412698
270,Gujarat,Rajkot,12419.0,3732.0,919.0,10174.0,127426.0,79522.0,89189.0,17070.0,137600.0,168711.0,17.943354226465935
272,Gujarat,Sabarkantha,3603.0,1173.0,339.0,5607.0,38270.0,37100.0,53287.0,5115.0,43877.0,90387.0,26.243940578577014
273,Gujarat,Surat,18412.0,6399.0,658.0,35198.0,322384.0,138828.0,142771.0,25469.0,357582.0,281599.0,25.095445622300748
274,Gujarat,Surendra Nagar,4853.0,1665.0,337.0,3636.0,35123.0,44699.0,51012.0,6855.0,38759.0,95711.0,19.6134772462077
276,Gujarat,Tapi,1856.0,205.0,151.0,2645.0,9545.0,16731.0,23294.0,2212.0,12190.0,40025.0,23.59466787166742
277,Gujarat,The Dangs,1068.0,186.0,74.0,1477.0,5104.0,12787.0,15163.0,1328.0,6581.0,27950.0,25.982693754702783
278,Gujarat,Vadodara,9306.0,2433.0,545.0,10942.0,89085.0,72719.0,128698.0,12284.0,100027.0,201417.0,24.537566137566138
279,Gujarat,Valsad,5818.0,1406.0,224.0,8741.0,39602.0,39767.0,44257.0,7448.0,48343.0,84024.0,17.769767754060947
281,Haryana,Ambala,3063.0,122.0,33.0,3958.0,29284.0,26591.0,46165.0,3218.0,33242.0,72756.0,32.92885989437713
282,Haryana,Bhiwani,3321.0,152.0,16.0,4004.0,30276.0,37865.0,57760.0,3489.0,34280.0,95625.0,37.222063037249285
283,Haryana,Charkhi Dadri,839.0,19.0,0.0,1698.0,10397.0,3023.0,6765.0,858.0,12095.0,9788.0,25.474970896391152
284,Haryana,Faridabad,12607.0,3225.0,323.0,19754.0,140801.0,58976.0,59975.0,16155.0,160555.0,118951.0,17.300445654865065
285,Haryana,Fatehabad,2510.0,92.0,10.0,4592.0,37378.0,29864.0,39930.0,2612.0,41970.0,69794.0,42.772292384232685
286,Haryana,Gurgaon,5417.0,1247.0,197.0,13524.0,105689.0,35245.0,35546.0,6861.0,119213.0,70791.0,27.689303410084523
288,Haryana,Hisar,4927.0,289.0,18.0,6665.0,56541.0,53323.0,62544.0,5234.0,63206.0,115867.0,34.20687679083095
289,Haryana,Jhajjar,2515.0,99.0,10.0,3763.0,28621.0,24917.0,31722.0,2624.0,32384.0,56639.0,33.91352380952381
291,Haryana,Jind,3729.0,92.0,0.0,4923.0,39090.0,34877.0,56391.0,3821.0,44013.0,91268.0,35.39534275248561
292,Haryana,Kaithal,2894.0,85.0,12.0,4992.0,34982.0,34402.0,45534.0,2991.0,39974.0,79936.0,40.07687165775401
293,Haryana,Karnal,3861.0,179.0,8.0,6828.0,42303.0,32424.0,61595.0,4048.0,49131.0,94019.0,35.35440849592492
294,Haryana,Kurukshetra,2315.0,78.0,11.0,3517.0,25192.0,23358.0,46634.0,2404.0,28709.0,69992.0,41.03991683991684
295,Haryana,Mahendragarh,2575.0,155.0,24.0,3104.0,25430.0,20501.0,28331.0,2754.0,28534.0,48832.0,28.08203266787659
296,Haryana,Mewat,6989.0,550.0,19.0,6364.0,60303.0,38268.0,30057.0,7558.0,66667.0,68325.0,17.85844688450853
298,Haryana,Palwal,4367.0,332.0,4.0,7265.0,61703.0,30617.0,28080.0,4703.0,68968.0,58697.0,27.13966836734694
299,Haryana,Panchkula,1287.0,92.0,5.0,5417.0,29001.0,18303.0,19066.0,1384.0,34418.0,37369.0,51.83176895306859
300,Haryana,Panipat,5498.0,543.0,47.0,9431.0,59653.0,31426.0,48347.0,6088.0,69084.0,79773.0,24.44687140745607
301,Haryana,Rewari,2329.0,150.0,6.0,6191.0,37840.0,24987.0,24745.0,2485.0,44031.0,49732.0,37.71641190667739
302,Haryana,Rohtak,3161.0,191.0,61.0,4152.0,22379.0,25700.0,50270.0,3413.0,26531.0,75970.0,30.02372583479789
303,Haryana,Sirsa,3135.0,198.0,2.0,4976.0,50186.0,40642.0,56424.0,3335.0,55162.0,97066.0,45.63189448441247
304,Haryana,Sonipat,4314.0,268.0,37.0,7748.0,52916.0,34624.0,50029.0,4619.0,60664.0,84653.0,31.453896103896103
305,Haryana,Yamuna Nagar,3278.0,110.0,8.0,6421.0,46460.0,33592.0,55136.0,3396.0,52881.0,88728.0,41.68648807771563
306,Haryana,Yamunanagar,56.0,3.0,0.0,27.0,401.0,142.0,740.0,59.0,428.0,882.0,21.833333333333332
307,Himachal Pradesh,Bilaspur,985.0,14.0,0.0,932.0,5828.0,9673.0,12233.0,999.0,6760.0,21906.0,28.666
308,Himachal Pradesh,Chamba,1586.0,64.0,7.0,3354.0,16304.0,16275.0,17567.0,1657.0,19658.0,33842.0,32.26779252110977
309,Himachal Pradesh,Hamirpur,1181.0,16.0,1.0,883.0,6437.0,11206.0,12613.0,1198.0,7320.0,23819.0,25.970809007506254
310,Himachal Pradesh,Kangra,3869.0,75.0,22.0,3693.0,30434.0,44703.0,45210.0,3966.0,34127.0,89913.0,31.26796067557348
311,Himachal Pradesh,Kinnaur,137.0,21.0,5.0,141.0,1028.0,2221.0,2246.0,163.0,1169.0,4467.0,34.36585365853659
312,Himachal Pradesh,Kullu,1022.0,111.0,106.0,1211.0,8391.0,11409.0,9839.0,1239.0,9602.0,21248.0,24.879032258064516
313,Himachal Pradesh,Lahaul and Spiti,3.0,0.0,0.0,15.0,44.0,15.0,32.0,3.0,59.0,47.0,26.5
314,Himachal Pradesh,Lahul & Spiti,36.0,2.0,0.0,6.0,271.0,110.0,485.0,38.0,277.0,595.0,22.358974358974358
315,Himachal Pradesh,Lahul and Spiti,31.0,1.0,0.0,70.0,163.0,557.0,208.0,32.0,233.0,765.0,30.242424242424242
316,Himachal Pradesh,Mandi,2460.0,43.0,11.0,2289.0,14016.0,28869.0,34465.0,2514.0,16305.0,63334.0,31.665606361829028
317,Himachal Pradesh,Shimla,1488.0,161.0,21.0,1841.0,13901.0,19863.0,19864.0,1670.0,15742.0,39727.0,33.19509275882705
318,Himachal Pradesh,Sirmaur,1510.0,67.0,7.0,2634.0,16784.0,15275.0,16178.0,1584.0,19418.0,31453.0,32.09526813880126
319,Himachal Pradesh,Solan,1105.0,65.0,6.0,1260.0,7723.0,16252.0,17317.0,1176.0,8983.0,33569.0,36.152931180968565
320,Himachal Pradesh,Una,1226.0,21.0,0.0,1095.0,8466.0,15138.0,16411.0,1247.0,9561.0,31549.0,32.94070512820513
327,Jammu & Kashmir,Jammu,52.0,10.0,0.0,6.0,187.0,33.0,199.0,62.0,193.0,232.0,6.746031746031746
329,Jammu & Kashmir,Kathua,8.0,0.0,0.0,3.0,45.0,25.0,22.0,8.0,48.0,47.0,10.555555555555555
334,Jammu & Kashmir,Rajauri,1.0,1.0,0.0,0.0,15.0,2.0,10.0,2.0,15.0,12.0,9.0
335,Jammu & Kashmir,Srinagar,2.0,1.0,0.0,0.0,10.0,3.0,13.0,3.0,10.0,16.0,6.5
340,Jammu and Kashmir,Anantnag,2975.0,340.0,35.0,5246.0,30309.0,26943.0,20619.0,3350.0,35555.0,47562.0,24.803640704267384
341,Jammu and Kashmir,Badgam,1674.0,190.0,1.0,892.0,11222.0,4697.0,9434.0,1865.0,12114.0,14131.0,14.064844587352626
342,Jammu and Kashmir,Bandipore,1288.0,308.0,43.0,2600.0,13294.0,10653.0,9720.0,1639.0,15894.0,20373.0,22.1140243902439
344,Jammu and Kashmir,Baramula,3155.0,528.0,64.0,5150.0,31540.0,28508.0,33358.0,3747.0,36690.0,61866.0,26.29562433297759
345,Jammu and Kashmir,Budgam,793.0,51.0,15.0,5738.0,12884.0,18502.0,4609.0,859.0,18622.0,23111.0,48.526744186046514
346,Jammu and Kashmir,Doda,3186.0,763.0,15.0,1109.0,10263.0,19427.0,17348.0,3964.0,11372.0,36775.0,12.143001261034048
347,Jammu and Kashmir,Ganderbal,773.0,59.0,11.0,1034.0,6495.0,7268.0,6428.0,843.0,7529.0,13696.0,25.148104265402843
348,Jammu and Kashmir,Jammu,3697.0,825.0,36.0,2480.0,32443.0,45866.0,52701.0,4558.0,34923.0,98567.0,29.28054397894275
349,Jammu and Kashmir,Kargil,386.0,139.0,1.0,508.0,1537.0,1848.0,1073.0,526.0,2045.0,2921.0,9.42314990512334
350,Jammu and Kashmir,Kathua,2635.0,310.0,9.0,1772.0,18658.0,23058.0,17058.0,2954.0,20430.0,40116.0,20.489340101522842
351,Jammu and Kashmir,Kishtwar,1058.0,205.0,6.0,967.0,4901.0,10878.0,10042.0,1269.0,5868.0,20920.0,21.092913385826773
352,Jammu and Kashmir,Kulgam,970.0,232.0,9.0,2329.0,10078.0,14367.0,11377.0,1211.0,12407.0,25744.0,31.47772277227723
353,Jammu and Kashmir,Kupwara,2392.0,443.0,40.0,7740.0,37390.0,24776.0,24981.0,2875.0,45130.0,49757.0,32.99269819193324
354,Jammu and Kashmir,Leh,163.0,42.0,1.0,291.0,1136.0,1641.0,923.0,206.0,1427.0,2564.0,19.280193236714975
356,Jammu and Kashmir,Pulwama,1738.0,118.0,15.0,3432.0,18054.0,20582.0,12248.0,1871.0,21486.0,32830.0,29.014957264957264
357,Jammu and Kashmir,Punch,2063.0,548.0,17.0,4052.0,19383.0,25883.0,20487.0,2628.0,23435.0,46370.0,26.551920882464817
358,Jammu and Kashmir,Rajouri,2071.0,594.0,9.0,2395.0,13413.0,29902.0,25834.0,2674.0,15808.0,55736.0,26.745420560747664
359,Jammu and Kashmir,Ramban,1317.0,597.0,6.0,1857.0,5897.0,21848.0,8029.0,1920.0,7754.0,29877.0,19.589276418532016
360,Jammu and Kashmir,Reasi,1136.0,570.0,9.0,1119.0,7281.0,12538.0,10702.0,1715.0,8400.0,23240.0,18.43822843822844
361,Jammu and Kashmir,Samba,532.0,47.0,9.0,628.0,4492.0,6837.0,4388.0,588.0,5120.0,11225.0,27.750424448217316
362,Jammu and Kashmir,Shupiyan,537.0,128.0,1.0,1844.0,6363.0,9253.0,6276.0,666.0,8207.0,15529.0,35.58620689655172
363,Jammu and Kashmir,Srinagar,2851.0,270.0,135.0,3495.0,36211.0,32589.0,40239.0,3256.0,39706.0,72828.0,34.551427694197116
364,Jammu and Kashmir,Udhampur,2446.0,349.0,11.0,1172.0,15678.0,22370.0,23107.0,2806.0,16850.0,45477.0,22.204132525828285
367,Jharkhand,Bokaro,3505.0,2278.0,17.0,4424.0,66249.0,45931.0,62498.0,5800.0,70673.0,108429.0,30.874332011722117
369,Jharkhand,Chatra,3448.0,2819.0,35.0,3989.0,43307.0,32491.0,35201.0,6302.0,47296.0,67692.0,18.24337617007774
370,Jharkhand,Deoghar,4518.0,3679.0,127.0,4022.0,56038.0,33194.0,34232.0,8324.0,60060.0,67426.0,15.313633633633634
371,Jharkhand,Dhanbad,6878.0,4061.0,92.0,5776.0,102021.0,52546.0,98523.0,11031.0,107797.0,151069.0,23.465010877447426
372,Jharkhand,Dumka,2743.0,2996.0,86.0,4019.0,55639.0,36526.0,39686.0,5825.0,59658.0,76212.0,23.32131822863028
373,Jharkhand,East Singhbhum,5983.0,2109.0,99.0,4140.0,56520.0,59424.0,76682.0,8191.0,60660.0,136106.0,24.019287109375
375,Jharkhand,Garhwa,4523.0,1535.0,15.0,3459.0,36814.0,41415.0,58043.0,6073.0,40273.0,99458.0,23.004774448468883
376,Jharkhand,Garhwa *,314.0,67.0,0.0,44.0,2072.0,535.0,5049.0,381.0,2116.0,5584.0,20.157068062827225
377,Jharkhand,Giridih,7695.0,6526.0,82.0,9740.0,115931.0,53614.0,56796.0,14303.0,125671.0,110410.0,16.50454418344519
378,Jharkhand,Godda,3238.0,2135.0,17.0,3785.0,53892.0,44532.0,36402.0,5390.0,57677.0,80934.0,25.711556297532926
379,Jharkhand,Gumla,4083.0,2524.0,94.0,3800.0,42953.0,33578.0,54300.0,6701.0,46753.0,87878.0,20.088182632050135
380,Jharkhand,Hazaribag,358.0,208.0,0.0,391.0,9335.0,1605.0,6129.0,566.0,9726.0,7734.0,30.793650793650794
381,Jharkhand,Hazaribagh,4125.0,2048.0,31.0,5791.0,60854.0,38357.0,36575.0,6204.0,66645.0,74932.0,22.816599516518938
382,Jharkhand,Jamtara,3160.0,1274.0,16.0,1682.0,31321.0,17787.0,21854.0,4450.0,33003.0,39641.0,16.320826780498763
383,Jharkhand,Khunti,1426.0,1173.0,45.0,1410.0,20011.0,15296.0,27659.0,2644.0,21421.0,42955.0,24.33875236294896
384,Jharkhand,Kodarma,184.0,126.0,0.0,221.0,2782.0,1247.0,3651.0,310.0,3003.0,4898.0,25.405144694533764
385,Jharkhand,Koderma,2096.0,1114.0,12.0,1672.0,22513.0,17953.0,20190.0,3222.0,24185.0,38143.0,19.338504498914055
386,Jharkhand,Latehar,1675.0,923.0,11.0,3017.0,35628.0,22149.0,21314.0,2609.0,38645.0,43463.0,31.459003831417625
387,Jharkhand,Lohardaga,1984.0,919.0,56.0,1511.0,15908.0,13862.0,25334.0,2959.0,17419.0,39196.0,19.12668918918919
388,Jharkhand,Pakaur,197.0,100.0,0.0,227.0,3451.0,1049.0,1435.0,297.0,3678.0,2484.0,20.677852348993287
389,Jharkhand,Pakur,3971.0,2908.0,45.0,2790.0,42671.0,21113.0,16174.0,6924.0,45461.0,37287.0,11.949169675090253
390,Jharkhand,Palamau,220.0,66.0,0.0,140.0,3546.0,496.0,2138.0,286.0,3686.0,2634.0,22.020905923344948
391,Jharkhand,Palamu,6548.0,1994.0,64.0,9410.0,104641.0,57189.0,55852.0,8606.0,114051.0,113041.0,26.384570698268853
392,Jharkhand,Pashchimi Singhbhum,346.0,252.0,1.0,235.0,8922.0,3615.0,10496.0,599.0,9157.0,14111.0,38.78
393,Jharkhand,Purbi Singhbhum,814.0,172.0,0.0,86.0,4780.0,3984.0,16575.0,986.0,4866.0,20559.0,25.75987841945289
394,Jharkhand,Ramgarh,1902.0,1066.0,11.0,2377.0,33083.0,17337.0,19900.0,2979.0,35460.0,37237.0,24.39496644295302
395,Jharkhand,Ranchi,9318.0,4613.0,334.0,8306.0,95347.0,61673.0,116101.0,14265.0,103653.0,177774.0,19.72711341651479
396,Jharkhand,Sahebganj,3636.0,2670.0,15.0,4750.0,60999.0,36759.0,27666.0,6321.0,65749.0,64425.0,20.59063587472319
397,Jharkhand,Sahibganj,187.0,178.0,0.0,150.0,2506.0,654.0,1443.0,365.0,2656.0,2097.0,12.986338797814208
398,Jharkhand,Seraikela-Kharsawan,2398.0,961.0,30.0,2085.0,26654.0,29138.0,35036.0,3389.0,28739.0,64174.0,27.407964601769912
399,Jharkhand,Seraikela-kharsawan,545.0,316.0,0.0,144.0,5818.0,2760.0,11654.0,861.0,5962.0,14414.0,23.638051044083525
400,Jharkhand,Simdega,1472.0,594.0,13.0,1750.0,24335.0,20497.0,42214.0,2079.0,26085.0,62711.0,42.690384615384616
401,Jharkhand,West Singhbhum,4211.0,2589.0,48.0,4033.0,55272.0,58306.0,72880.0,6848.0,59305.0,131186.0,27.812965396408234
402,Karnataka,Bagalkot,6158.0,900.0,84.0,14788.0,37873.0,39884.0,37250.0,7142.0,52661.0,77134.0,18.170936581268375
403,Karnataka,Bagalkot *,218.0,31.0,0.0,164.0,1032.0,439.0,1286.0,249.0,1196.0,1725.0,11.684
404,Karnataka,Ballari,2450.0,267.0,64.0,4784.0,19615.0,25151.0,12209.0,2781.0,24399.0,37360.0,22.199496764917324
405,Karnataka,Bangalore,5776.0,1236.0,4.0,3869.0,47973.0,51767.0,147212.0,7016.0,51842.0,198979.0,35.74476271911073
406,Karnataka,Bangalore Rural,2251.0,267.0,126.0,5713.0,42521.0,18760.0,19275.0,2644.0,48234.0,38035.0,32.615879017013235
407,Karnataka,Belagavi,7063.0,622.0,120.0,12963.0,41358.0,52855.0,26146.0,7805.0,54321.0,79001.0,17.07942608250064
408,Karnataka,Belgaum,5861.0,880.0,2.0,12122.0,50900.0,44316.0,66753.0,6743.0,63022.0,111069.0,25.81420521945433
409,Karnataka,Bellary,3623.0,596.0,1.0,3524.0,23856.0,29044.0,39203.0,4220.0,27380.0,68247.0,22.655058043117744
410,Karnataka,Bengaluru,20441.0,6732.0,3807.0,38541.0,265383.0,144086.0,152989.0,30980.0,303924.0,297075.0,19.398954197734096
412,Karnataka,Bengaluru South,15.0,183.0,5.0,326.0,3388.0,23.0,123.0,203.0,3714.0,146.0,18.92156862745098
414,Karnataka,Bidar,3960.0,896.0,64.0,6398.0,36661.0,38406.0,41302.0,4920.0,43059.0,79708.0,24.947571631782157
415,Karnataka,Bijapur,3296.0,930.0,5.0,5441.0,24941.0,20574.0,34536.0,4231.0,30382.0,55110.0,20.20132325141777
417,Karnataka,Chamarajanagar,232.0,17.0,0.0,85.0,1025.0,445.0,1400.0,249.0,1110.0,1845.0,11.82
419,Karnataka,Chamrajanagar,1988.0,216.0,23.0,2226.0,12985.0,15916.0,13049.0,2227.0,15211.0,28965.0,19.82764811490126
420,Karnataka,Chamrajnagar,356.0,24.0,0.0,147.0,1789.0,603.0,1649.0,380.0,1936.0,2252.0,10.992125984251969
421,Karnataka,Chickmagalur,1129.0,102.0,0.0,886.0,9598.0,6808.0,15111.0,1231.0,10484.0,21919.0,26.301136363636363
422,Karnataka,Chikkaballapur,2842.0,296.0,14.0,4231.0,31990.0,21218.0,20715.0,3152.0,36221.0,41933.0,24.7871868062163
423,Karnataka,Chikkamagaluru,1018.0,95.0,38.0,1805.0,9284.0,9401.0,5775.0,1151.0,11089.0,15176.0,22.799479166666668
424,Karnataka,Chikmagalur,145.0,9.0,0.0,42.0,670.0,201.0,1184.0,154.0,712.0,1385.0,13.529032258064516
425,Karnataka,Chitradurga,4042.0,326.0,45.0,6123.0,41218.0,29756.0,31471.0,4413.0,47341.0,61227.0,24.59628454916176
426,Karnataka,Dakshina Kannada,5896.0,530.0,79.0,7839.0,48563.0,38932.0,39119.0,6505.0,56402.0,78051.0,20.666000614817094
427,Karnataka,Davanagere,437.0,46.0,0.0,182.0,3004.0,806.0,5445.0,483.0,3186.0,6251.0,19.49793388429752
428,Karnataka,Davangere,4416.0,352.0,45.0,5459.0,28314.0,39870.0,49562.0,4813.0,33773.0,89432.0,25.59306190278355
429,Karnataka,Dharwad,4733.0,351.0,19.0,11753.0,43366.0,41268.0,46553.0,5103.0,55119.0,87821.0,28.005485893416928
430,Karnataka,Gadag,4088.0,349.0,20.0,7989.0,20755.0,22744.0,17981.0,4457.0,28744.0,40725.0,15.582996859578286
431,Karnataka,Gadag *,135.0,10.0,0.0,149.0,698.0,383.0,957.0,145.0,847.0,1340.0,14.979452054794521
432,Karnataka,Gulbarga,3650.0,703.0,3.0,2688.0,21011.0,21236.0,43229.0,4356.0,23699.0,64465.0,20.23502409915079
433,Karnataka,Hasan,944.0,49.0,0.0,466.0,8102.0,2167.0,7515.0,993.0,8568.0,9682.0,18.36016096579477
434,Karnataka,Hassan,2333.0,142.0,19.0,5817.0,33029.0,27002.0,20010.0,2494.0,38846.0,47012.0,34.41202404809619
435,Karnataka,Haveri,3917.0,266.0,59.0,14289.0,43341.0,34207.0,34121.0,4242.0,57630.0,68328.0,29.68607117605468
436,Karnataka,Haveri *,111.0,6.0,0.0,150.0,814.0,333.0,1084.0,117.0,964.0,1417.0,20.177966101694917
437,Karnataka,Kalaburagi,4096.0,602.0,84.0,8200.0,32020.0,45175.0,24962.0,4782.0,40220.0,70137.0,23.072757683462264
438,Karnataka,Kodagu,1095.0,75.0,41.0,1140.0,10341.0,8269.0,9036.0,1211.0,11481.0,17305.0,23.75082508250825
439,Karnataka,Kolar,3841.0,314.0,31.0,6189.0,41076.0,31388.0,32895.0,4186.0,47265.0,64283.0,26.641509433962263
440,Karnataka,Koppal,4752.0,650.0,49.0,8068.0,35331.0,31753.0,28059.0,5451.0,43399.0,59812.0,18.930851063829788
441,Karnataka,Mandya,3401.0,150.0,43.0,4101.0,36160.0,31387.0,34392.0,3594.0,40261.0,65779.0,29.49652294853964
442,Karnataka,Mysore,2857.0,214.0,2.0,1542.0,19689.0,17825.0,36693.0,3073.0,21231.0,54518.0,24.641834743005855
