state,district,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_,total_enrol,total_updates,update_intensity,update_zscore
Chhattisgarh,Kabeerdham,860.0,92.0,3.0,3034.0,24067.0,16628.0,15889.0,955.0,59618.0,62.36192468619247,0.8215716657559294
Chhattisgarh,Kanker,1426.0,277.0,2.0,2867.0,25973.0,19607.0,33602.0,1705.0,82049.0,48.094372801875735,0.49282307702231687
Chhattisgarh,Kawardha,1884.0,257.0,1.0,4631.0,62369.0,23941.0,36850.0,2142.0,127791.0,59.631824545030334,0.7586655291050398
Chhattisgarh,Khairagarh Chhuikhadan Gandai,183.0,63.0,0.0,641.0,5462.0,132.0,903.0,246.0,7138.0,28.898785425101213,0.05052419413098736
Chhattisgarh,Kondagaon,1975.0,1054.0,9.0,4193.0,57771.0,17291.0,40055.0,3038.0,119310.0,39.25962487660414,0.28925550384651133
Chhattisgarh,Korba,3040.0,489.0,13.0,6101.0,77273.0,32907.0,68967.0,3542.0,185248.0,52.28563364380469,0.5893968338917899
Chhattisgarh,Koriya,1258.0,504.0,1.0,2301.0,29434.0,19055.0,41842.0,1763.0,92632.0,52.512471655328795,0.5946235663238382
Chhattisgarh,Mahasamund,2773.0,563.0,25.0,8593.0,126294.0,30360.0,69509.0,3361.0,234756.0,69.82629387269482,0.9935633890554749
Chhattisgarh,ManendragarhChirmiriBharatpur,0.0,0.0,0.0,0.0,0.0,44.0,268.0,0.0,312.0,312.0,6.573656229317322
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,188.0,106.0,0.0,395.0,4718.0,46.0,235.0,294.0,5394.0,18.284745762711864,-0.19404127779196212
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,10.0,4.0,0.0,32.0,149.0,36.0,31.0,14.0,248.0,16.533333333333335,-0.23439679001418195
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,162.0,93.0,4.0,3477.0,16334.0,1060.0,3535.0,259.0,24406.0,93.86923076923077,1.5475534244753477
Chhattisgarh,Mungeli,2600.0,355.0,2.0,3835.0,66729.0,28914.0,53653.0,2957.0,153131.0,51.7684246112238,0.577479460755888
Chhattisgarh,Narayanpur,448.0,306.0,8.0,2057.0,14708.0,7156.0,15017.0,762.0,38938.0,51.032765399737876,0.5605286250746296
Chhattisgarh,Raigarh,4294.0,625.0,37.0,5194.0,78242.0,39625.0,135001.0,4956.0,258062.0,52.06011700625378,0.5842005481567225
Chhattisgarh,Raipur,6205.0,779.0,57.0,12289.0,120718.0,59735.0,132634.0,7041.0,325376.0,46.20505538199375,0.4492899999750364
Chhattisgarh,Rajnandgaon,3791.0,371.0,23.0,10303.0,137815.0,53657.0,100841.0,4185.0,302616.0,72.29240324892498,1.0503867308363148
Chhattisgarh,Sakti,373.0,80.0,2.0,967.0,8718.0,644.0,3380.0,455.0,13709.0,30.06359649122807,0.07736341625089604
Chhattisgarh,Sarangarh-Bilaigarh,159.0,24.0,3.0,622.0,7433.0,113.0,930.0,186.0,9098.0,48.6524064171123,0.5056811177683675
Chhattisgarh,Sukma,1256.0,804.0,119.0,1509.0,11237.0,13922.0,16217.0,2179.0,42885.0,19.672018348623855,-0.16207616503083638
Chhattisgarh,Surajpur,2250.0,720.0,7.0,3394.0,38673.0,24586.0,47236.0,2977.0,113889.0,38.243451981195435,0.2658411572239366
Chhattisgarh,Surguja,2866.0,679.0,11.0,9129.0,106554.0,30222.0,52638.0,3556.0,198543.0,55.817542873207756,0.6707780115539369
Chhattisgarh,Uttar Bastar Kanker,718.0,162.0,8.0,1113.0,12455.0,7038.0,23263.0,888.0,43869.0,49.346456692913385,0.521673213015667
Dadra & Nagar Haveli,Dadra & Nagar Haveli,22.0,3.0,0.0,32.0,203.0,72.0,481.0,25.0,788.0,30.307692307692307,0.0829877977726206
Dadra and Nagar Haveli,Dadra and Nagar Haveli,669.0,71.0,4.0,1310.0,4723.0,10791.0,16444.0,744.0,33268.0,44.65503355704698,0.41357486877458977
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,70.0,10.0,8.0,145.0,1544.0,550.0,1428.0,88.0,3667.0,41.20224719101124,0.3340168160521295
Dadra and Nagar Haveli and Daman and Diu,Daman,49.0,5.0,9.0,107.0,1580.0,190.0,331.0,63.0,2208.0,34.5,0.17958567584995164
Dadra and Nagar Haveli and Daman and Diu,Diu,12.0,6.0,4.0,54.0,310.0,13.0,20.0,22.0,397.0,17.26086956521739,-0.21763312155699116
Daman & Diu,Daman,8.0,1.0,0.0,23.0,354.0,360.0,1052.0,9.0,1789.0,178.9,3.5068065332218015
Daman & Diu,Diu,12.0,0.0,0.0,18.0,249.0,171.0,602.0,12.0,1040.0,80.0,1.2279828296617186
Daman and Diu,Daman,47.0,11.0,0.0,164.0,940.0,2411.0,1622.0,58.0,5137.0,87.0677966101695,1.3908368483391285
Daman and Diu,Diu,60.0,2.0,0.0,70.0,378.0,1804.0,926.0,62.0,3178.0,50.44444444444444,0.5469727126557845
Darbhanga,Near University Thana,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,-0.5692694340155963
Delhi,Central Delhi,2761.0,993.0,193.0,4432.0,44615.0,23688.0,30372.0,3947.0,103107.0,26.11626139817629,-0.01358987774243998
Delhi,East Delhi,8055.0,2458.0,223.0,24960.0,162101.0,53829.0,68976.0,10736.0,309866.0,28.85964422091832,0.04962231441533658
Delhi,Najafgarh,21.0,9.0,0.0,9.0,186.0,51.0,794.0,30.0,1040.0,33.54838709677419,0.15765890092088594
Delhi,New Delhi,918.0,502.0,217.0,547.0,3514.0,2501.0,2062.0,1637.0,8624.0,5.264957264957265,-0.49403928228156885
Delhi,North Delhi,3148.0,1230.0,81.0,9317.0,77583.0,25642.0,35188.0,4459.0,147730.0,33.12331838565022,0.1478645970326045
Delhi,North East,1328.0,408.0,2.0,360.0,11467.0,2393.0,44227.0,1738.0,58447.0,33.6095457159287,0.15906809921215276
Delhi,North East   *,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.6153528253919376
Delhi,North East Delhi,8299.0,3749.0,65.0,25389.0,115759.0,77278.0,65818.0,12113.0,284244.0,23.464091134224862,-0.0747003778776242
Delhi,North West Delhi,12395.0,3293.0,355.0,39744.0,274245.0,133575.0,191718.0,16043.0,639282.0,39.845549738219894,0.302756206203995
Delhi,Shahdara,1121.0,515.0,64.0,4681.0,23863.0,2658.0,5305.0,1700.0,36507.0,21.462081128747794,-0.12083008318849976
Delhi,South Delhi,10138.0,2780.0,477.0,20329.0,193160.0,96661.0,126275.0,13395.0,436425.0,32.578754852194685,0.13531692981184704
Delhi,South East Delhi,46.0,9.0,5.0,124.0,1045.0,239.0,343.0,60.0,1751.0,28.704918032786885,0.04605716067342142
Delhi,South West Delhi,6951.0,1945.0,359.0,19940.0,149759.0,66558.0,74969.0,9255.0,311226.0,33.624243733794295,0.15940676646703117
Delhi,West Delhi,14000.0,4405.0,1009.0,25703.0,206102.0,71164.0,102078.0,19414.0,405047.0,20.862580479011076,-0.13464359472459383
Goa,Bardez,2.0,0.0,0.0,2.0,29.0,9.0,31.0,2.0,71.0,23.666666666666668,-0.07003269410523096
Goa,Bicholim,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,-0.5231860426392548
Goa,North Goa,1109.0,146.0,99.0,1713.0,17130.0,18320.0,19451.0,1354.0,56614.0,41.78154981549815,0.3473649308369156
Goa,South Goa,805.0,108.0,64.0,1560.0,14678.0,15915.0,14669.0,977.0,46822.0,47.875255623721884,0.4877742456832451
Goa,Tiswadi,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,6.0,-0.4771026512629134
Gujarat,Ahmadabad,4105.0,2322.0,240.0,320.0,7440.0,958.0,14724.0,6667.0,23442.0,3.515596880623875,-0.5343475119063201
Gujarat,Ahmedabad,12844.0,5679.0,607.0,31732.0,236152.0,165891.0,239599.0,19130.0,673374.0,35.19805551199624,0.19567005853081915
Gujarat,Amreli,3460.0,587.0,246.0,2578.0,25310.0,33978.0,34536.0,4293.0,96402.0,22.45039590125757,-0.09805763495620588
Gujarat,Anand,5616.0,828.0,536.0,3523.0,35626.0,50966.0,62729.0,6980.0,152844.0,21.894284486463256,-0.11087138494461449
Gujarat,Arvalli,1952.0,322.0,117.0,1810.0,6286.0,19089.0,10580.0,2391.0,37765.0,15.78804347826087,-0.25156953205424254
Gujarat,Banas Kantha,5997.0,6719.0,782.0,33.0,440.0,59.0,488.0,13498.0,1020.0,0.07556115267797614,-0.6136117683060843
Gujarat,Banaskantha,9944.0,5781.0,1635.0,9778.0,65429.0,74015.0,77742.0,17360.0,226964.0,13.073210068544439,-0.3141238973250074
Gujarat,Bharuch,3745.0,508.0,98.0,6975.0,42831.0,38361.0,38017.0,4351.0,126184.0,28.99448529411765,0.05272928139026187
Gujarat,Bhavnagar,8420.0,1309.0,445.0,6530.0,51332.0,65784.0,75368.0,10174.0,199014.0,19.55911547911548,-0.1646776385923696
Gujarat,Botad,2302.0,474.0,171.0,1463.0,6082.0,10356.0,5900.0,2947.0,23801.0,8.073609226594302,-0.4293231784875445
Gujarat,Chhotaudepur,2215.0,1303.0,589.0,1857.0,7774.0,18603.0,15199.0,4107.0,43433.0,10.572784810126583,-0.37173793522048726
Gujarat,Dahod,5341.0,3891.0,1277.0,4796.0,31140.0,60236.0,55439.0,10509.0,151611.0,14.425404376784016,-0.28296704756327457
Gujarat,Dang,531.0,179.0,162.0,0.0,0.0,0.0,0.0,872.0,0.0,0.0,-0.6153528253919376
Gujarat,Devbhumi Dwarka,1845.0,422.0,223.0,835.0,5751.0,17817.0,7647.0,2490.0,32050.0,12.866318747490967,-0.3188910241852451
Gujarat,Dohad,5003.0,7330.0,670.0,315.0,4897.0,2168.0,13548.0,13003.0,20928.0,1.6093509689326362,-0.5782706501103292
Gujarat,Gandhinagar,4075.0,837.0,738.0,6930.0,57658.0,33686.0,42878.0,5650.0,141152.0,24.978233940895418,-0.03981196009788856
Gujarat,Gir Somnath,4375.0,975.0,373.0,2323.0,9743.0,23900.0,12866.0,5723.0,48832.0,8.53109713487072,-0.41878188132402155
Gujarat,Jamnagar,4998.0,799.0,281.0,4166.0,41553.0,40890.0,40212.0,6078.0,126821.0,20.86214837966771,-0.13465355102617077
Gujarat,Junagadh,4876.0,568.0,92.0,3875.0,34170.0,33995.0,68677.0,5536.0,140717.0,25.413942568177713,-0.029772494499339316
Gujarat,Kachchh,6176.0,2605.0,521.0,7742.0,59047.0,67370.0,56591.0,9302.0,190750.0,20.504138449962376,-0.14290270687978443
Gujarat,Kheda,5826.0,1224.0,517.0,5991.0,46628.0,49735.0,67426.0,7567.0,169780.0,22.433932346723044,-0.09843698316973601
Gujarat,Mahesana,5289.0,908.0,293.0,6530.0,43687.0,42954.0,56959.0,6490.0,150130.0,23.128947773840704,-0.0824226491995069
Gujarat,Mahisagar,2036.0,397.0,130.0,918.0,6589.0,18042.0,12910.0,2563.0,38459.0,14.999609984399376,-0.2697363766901603
Gujarat,Morbi,5548.0,1803.0,653.0,3044.0,16755.0,21440.0,10439.0,8004.0,51678.0,6.455715178013741,-0.46660220081064024
Gujarat,Narmada,1155.0,96.0,29.0,2729.0,12028.0,15333.0,23865.0,1280.0,53955.0,42.11943793911007,0.3551504461578284
Gujarat,Navsari,2453.0,201.0,103.0,5085.0,24517.0,24168.0,21384.0,2757.0,75154.0,27.249456127628715,0.012520850369041691
Gujarat,Panch Mahals,858.0,444.0,100.0,15.0,402.0,22.0,305.0,1402.0,744.0,0.5302922309337135,-0.6031339931809618
Gujarat,Panchmahals,4828.0,1122.0,329.0,3200.0,29270.0,39189.0,65579.0,6279.0,137238.0,21.853184713375796,-0.11181839340894861
Gujarat,Patan,6023.0,2228.0,716.0,3100.0,26459.0,35135.0,38814.0,8967.0,103508.0,11.54192685102587,-0.34940725923547317
Gujarat,Porbandar,2006.0,332.0,181.0,1801.0,12822.0,14257.0,16728.0,2519.0,45608.0,18.098412698412698,-0.19833470755618787
Gujarat,Rajkot,12419.0,3732.0,919.0,10174.0,127426.0,79522.0,89189.0,17070.0,306311.0,17.943354226465935,-0.20190751768065793
Gujarat,Sabar Kantha,1083.0,1197.0,157.0,41.0,602.0,59.0,558.0,2437.0,1260.0,0.51681706316653,-0.6034444838960004
Gujarat,Sabarkantha,3603.0,1173.0,339.0,5607.0,38270.0,37100.0,53287.0,5115.0,134264.0,26.243940578577014,-0.010647932921931485
Gujarat,Surat,18412.0,6399.0,658.0,35198.0,322384.0,138828.0,142771.0,25469.0,639181.0,25.095445622300748,-0.037111204203848135
Gujarat,Surendra Nagar,4853.0,1665.0,337.0,3636.0,35123.0,44699.0,51012.0,6855.0,134470.0,19.6134772462077,-0.16342505129795945
Gujarat,Surendranagar,771.0,593.0,78.0,19.0,894.0,46.0,481.0,1442.0,1440.0,0.997920997920998,-0.5923590334370065
Gujarat,Tapi,1856.0,205.0,151.0,2645.0,9545.0,16731.0,23294.0,2212.0,52215.0,23.59466787166742,-0.07169166842951864
Gujarat,The Dangs,1068.0,186.0,74.0,1477.0,5104.0,12787.0,15163.0,1328.0,34531.0,25.982693754702783,-0.016667502737142643
Gujarat,Vadodara,9306.0,2433.0,545.0,10942.0,89085.0,72719.0,128698.0,12284.0,301444.0,24.537566137566138,-0.04996569352177648
Gujarat,Valsad,5818.0,1406.0,224.0,8741.0,39602.0,39767.0,44257.0,7448.0,132367.0,17.769767754060947,-0.20590724435339672
Haryana,Akhera,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.592311129703767
Haryana,Ambala,3063.0,122.0,33.0,3958.0,29284.0,26591.0,46165.0,3218.0,105998.0,32.92885989437713,0.14338394365270918
Haryana,Bhiwani,3321.0,152.0,16.0,4004.0,30276.0,37865.0,57760.0,3489.0,129905.0,37.222063037249285,0.24230662399826736
Haryana,Charkhi Dadri,839.0,19.0,0.0,1698.0,10397.0,3023.0,6765.0,858.0,21883.0,25.474970896391152,-0.028366298332287453
Haryana,Faridabad,12607.0,3225.0,323.0,19754.0,140801.0,58976.0,59975.0,16155.0,279506.0,17.300445654865065,-0.21672122134280167
Haryana,Fatehabad,2510.0,92.0,10.0,4592.0,37378.0,29864.0,39930.0,2612.0,111764.0,42.772292384232685,0.37019331961101326
Haryana,Gurgaon,5417.0,1247.0,197.0,13524.0,105689.0,35245.0,35546.0,6861.0,190004.0,27.689303410084523,0.022655677600657294
Haryana,Gurugram,1804.0,625.0,207.0,0.0,0.0,0.0,0.0,2636.0,0.0,0.0,-0.6153528253919376
Haryana,Hisar,4927.0,289.0,18.0,6665.0,56541.0,53323.0,62544.0,5234.0,179073.0,34.20687679083095,0.1728316200651383
Haryana,Jhajjar,2515.0,99.0,10.0,3763.0,28621.0,24917.0,31722.0,2624.0,89023.0,33.91352380952381,0.16607226994064161
Haryana,Jhajjar *,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6153528253919376
Haryana,Jind,3729.0,92.0,0.0,4923.0,39090.0,34877.0,56391.0,3821.0,135281.0,35.39534275248561,0.20021589108933424
Haryana,Kaithal,2894.0,85.0,12.0,4992.0,34982.0,34402.0,45534.0,2991.0,119910.0,40.07687165775401,0.30808625547990365
Haryana,Karnal,3861.0,179.0,8.0,6828.0,42303.0,32424.0,61595.0,4048.0,143150.0,35.35440849592492,0.19927269640644132
Haryana,Kurukshetra,2315.0,78.0,11.0,3517.0,25192.0,23358.0,46634.0,2404.0,98701.0,41.03991683991684,0.3302764495012585
Haryana,Mahendragarh,2575.0,155.0,24.0,3104.0,25430.0,20501.0,28331.0,2754.0,77366.0,28.08203266787659,0.03170482564654322
Haryana,Mewat,6989.0,550.0,19.0,6364.0,60303.0,38268.0,30057.0,7558.0,134992.0,17.85844688450853,-0.20386392681573187
Haryana,Nuh,1251.0,213.0,42.0,0.0,0.0,0.0,0.0,1506.0,0.0,0.0,-0.6153528253919376
Haryana,Palwal,4367.0,332.0,4.0,7265.0,61703.0,30617.0,28080.0,4703.0,127665.0,27.13966836734694,0.009991154206343172
Haryana,Panchkula,1287.0,92.0,5.0,5417.0,29001.0,18303.0,19066.0,1384.0,71787.0,51.83176895306859,0.5789390218042431
Haryana,Panipat,5498.0,543.0,47.0,9431.0,59653.0,31426.0,48347.0,6088.0,148857.0,24.44687140745607,-0.052055453893493475
Haryana,Rewari,2329.0,150.0,6.0,6191.0,37840.0,24987.0,24745.0,2485.0,93763.0,37.71641190667739,0.2536972602114211
Haryana,Rohtak,3161.0,191.0,61.0,4152.0,22379.0,25700.0,50270.0,3413.0,102501.0,30.02372583479789,0.07644472871854427
Haryana,Sirsa,3135.0,198.0,2.0,4976.0,50186.0,40642.0,56424.0,3335.0,152228.0,45.63189448441247,0.43608340099260967
Haryana,Sonipat,4314.0,268.0,37.0,7748.0,52916.0,34624.0,50029.0,4619.0,145317.0,31.453896103896103,0.10939827684137449
Haryana,Yamuna Nagar,3278.0,110.0,8.0,6421.0,46460.0,33592.0,55136.0,3396.0,141609.0,41.68648807771563,0.34517454720334206
Haryana,Yamunanagar,56.0,3.0,0.0,27.0,401.0,142.0,740.0,59.0,1310.0,21.833333333333332,-0.1122758028668773
Himachal Pradesh,Bilaspur,985.0,14.0,0.0,932.0,5828.0,9673.0,12233.0,999.0,28666.0,28.666,0.045160423205163766
Himachal Pradesh,Chamba,1586.0,64.0,7.0,3354.0,16304.0,16275.0,17567.0,1657.0,53500.0,32.26779252110977,0.1281518304085042
Himachal Pradesh,Hamirpur,1181.0,16.0,1.0,883.0,6437.0,11206.0,12613.0,1198.0,31139.0,25.970809007506254,-0.0169413474653759
Himachal Pradesh,Kangra,3869.0,75.0,22.0,3693.0,30434.0,44703.0,45210.0,3966.0,124040.0,31.26796067557348,0.10511400928431495
Himachal Pradesh,Kinnaur,137.0,21.0,5.0,141.0,1028.0,2221.0,2246.0,163.0,5636.0,34.36585365853659,0.17649471667227024
Himachal Pradesh,Kullu,1022.0,111.0,106.0,1211.0,8391.0,11409.0,9839.0,1239.0,30850.0,24.879032258064516,-0.04209773508543263
Himachal Pradesh,Lahaul and Spiti,3.0,0.0,0.0,15.0,44.0,15.0,32.0,3.0,106.0,26.5,-0.004747889655413985
Himachal Pradesh,Lahul & Spiti,36.0,2.0,0.0,6.0,271.0,110.0,485.0,38.0,872.0,22.358974358974358,-0.10016414231283885
Himachal Pradesh,Lahul and Spiti,31.0,1.0,0.0,70.0,163.0,557.0,208.0,32.0,998.0,30.242424242424242,0.08148391087455818
Himachal Pradesh,Mandi,2460.0,43.0,11.0,2289.0,14016.0,28869.0,34465.0,2514.0,79639.0,31.665606361829028,0.11427644017872908
Himachal Pradesh,Shimla,1488.0,161.0,21.0,1841.0,13901.0,19863.0,19864.0,1670.0,55469.0,33.19509275882705,0.1495184002975542
Himachal Pradesh,Sirmaur,1510.0,67.0,7.0,2634.0,16784.0,15275.0,16178.0,1584.0,50871.0,32.09526813880126,0.12417657609256191
Himachal Pradesh,Solan,1105.0,65.0,6.0,1260.0,7723.0,16252.0,17317.0,1176.0,42552.0,36.152931180968565,0.21767201311531795
Himachal Pradesh,Una,1226.0,21.0,0.0,1095.0,8466.0,15138.0,16411.0,1247.0,41110.0,32.94070512820513,0.14365687792592913
Jaipur,Near meera hospital,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,-0.5692694340155963
Jammu & Kashmir,Anantnag,3.0,1.0,0.0,0.0,11.0,5.0,2.0,4.0,18.0,3.6,-0.5324027209145231
Jammu & Kashmir,Badgam,0.0,2.0,0.0,0.0,5.0,5.0,5.0,2.0,15.0,5.0,-0.5001443469510841
Jammu & Kashmir,Bandipur,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.3333333333333333,-0.6076722601625474
Jammu & Kashmir,Baramula,43.0,4.0,0.0,10.0,95.0,28.0,41.0,47.0,174.0,3.625,-0.5318266785223188
Jammu & Kashmir,Doda,2.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,9.0,3.0,-0.5462277383274255
Jammu & Kashmir,Jammu,52.0,10.0,0.0,6.0,187.0,33.0,199.0,62.0,425.0,6.746031746031746,-0.45991281479713525
Jammu & Kashmir,Kargil,2.0,2.0,0.0,0.0,11.0,0.0,2.0,4.0,13.0,2.6,-0.5554444166026937
Jammu & Kashmir,Kathua,8.0,0.0,0.0,3.0,45.0,25.0,22.0,8.0,95.0,10.555555555555555,-0.3721349264612469
Jammu & Kashmir,Kupwara,8.0,1.0,0.0,0.0,7.0,0.0,3.0,9.0,10.0,1.0,-0.592311129703767
Jammu & Kashmir,Leh (ladakh),3.0,0.0,0.0,4.0,3.0,9.0,2.0,3.0,18.0,4.5,-0.5116651947951695
Jammu & Kashmir,Pulwama,4.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.6,-0.6015278079790352
Jammu & Kashmir,Punch,1.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,10.0,5.0,-0.5001443469510841
Jammu & Kashmir,Rajauri,1.0,1.0,0.0,0.0,15.0,2.0,10.0,2.0,27.0,9.0,-0.4079775641984013
Jammu & Kashmir,Srinagar,2.0,1.0,0.0,0.0,10.0,3.0,13.0,3.0,26.0,6.5,-0.46558180341882804
Jammu & Kashmir,Udhampur,2.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0,11.0,3.6666666666666665,-0.530866607868645
Jammu And Kashmir,Doda,261.0,260.0,17.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,-0.6153528253919376
Jammu And Kashmir,Shopian,308.0,84.0,20.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,-0.6153528253919376
Jammu and Kashmir,?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.592311129703767
Jammu and Kashmir,Anantnag,2975.0,340.0,35.0,5246.0,30309.0,26943.0,20619.0,3350.0,83117.0,24.803640704267384,-0.043834884325484505
Jammu and Kashmir,Badgam,1674.0,190.0,1.0,892.0,11222.0,4697.0,9434.0,1865.0,26245.0,14.064844587352626,-0.2912749565087436
Jammu and Kashmir,Bandipore,1288.0,308.0,43.0,2600.0,13294.0,10653.0,9720.0,1639.0,36267.0,22.1140243902439,-0.10580820495115295
Jammu and Kashmir,Bandipur,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.592311129703767
Jammu and Kashmir,Baramula,3155.0,528.0,64.0,5150.0,31540.0,28508.0,33358.0,3747.0,98556.0,26.29562433297759,-0.00945705158101129
Jammu and Kashmir,Budgam,793.0,51.0,15.0,5738.0,12884.0,18502.0,4609.0,859.0,41733.0,48.526744186046514,0.5027856468806531
Jammu and Kashmir,Doda,3186.0,763.0,15.0,1109.0,10263.0,19427.0,17348.0,3964.0,48147.0,12.143001261034048,-0.335557485594118
Jammu and Kashmir,Ganderbal,773.0,59.0,11.0,1034.0,6495.0,7268.0,6428.0,843.0,21225.0,25.148104265402843,-0.03589785977413767
Jammu and Kashmir,Jammu,3697.0,825.0,36.0,2480.0,32443.0,45866.0,52701.0,4558.0,133490.0,29.28054397894275,0.059320558554960164
Jammu and Kashmir,Kargil,386.0,139.0,1.0,508.0,1537.0,1848.0,1073.0,526.0,4966.0,9.42314990512334,-0.39822747285407095
Jammu and Kashmir,Kathua,2635.0,310.0,9.0,1772.0,18658.0,23058.0,17058.0,2954.0,60546.0,20.489340101522842,-0.14324368592121567
Jammu and Kashmir,Kishtwar,1058.0,205.0,6.0,967.0,4901.0,10878.0,10042.0,1269.0,26788.0,21.092913385826773,-0.12933633397877478
Jammu and Kashmir,Kulgam,970.0,232.0,9.0,2329.0,10078.0,14367.0,11377.0,1211.0,38151.0,31.47772277227723,0.10994728368347537
Jammu and Kashmir,Kupwara,2392.0,443.0,40.0,7740.0,37390.0,24776.0,24981.0,2875.0,94887.0,32.99269819193324,0.14485488627824794
Jammu and Kashmir,Leh,163.0,42.0,1.0,291.0,1136.0,1641.0,923.0,206.0,3991.0,19.280193236714975,-0.17110448002242423
Jammu and Kashmir,Poonch,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,-0.5231860426392548
Jammu and Kashmir,Pulwama,1738.0,118.0,15.0,3432.0,18054.0,20582.0,12248.0,1871.0,54316.0,29.014957264957264,0.05320099031248539
Jammu and Kashmir,Punch,2063.0,548.0,17.0,4052.0,19383.0,25883.0,20487.0,2628.0,69805.0,26.551920882464817,-0.0035515444817983996
Jammu and Kashmir,Rajouri,2071.0,594.0,9.0,2395.0,13413.0,29902.0,25834.0,2674.0,71544.0,26.745420560747664,0.0009070162209539119
Jammu and Kashmir,Ramban,1317.0,597.0,6.0,1857.0,5897.0,21848.0,8029.0,1920.0,37631.0,19.589276418532016,-0.16398267940466443
Jammu and Kashmir,Reasi,1136.0,570.0,9.0,1119.0,7281.0,12538.0,10702.0,1715.0,31640.0,18.43822843822844,-0.19050477668930296
Jammu and Kashmir,Samba,532.0,47.0,9.0,628.0,4492.0,6837.0,4388.0,588.0,16345.0,27.750424448217316,0.024064009961458185
Jammu and Kashmir,Shupiyan,537.0,128.0,1.0,1844.0,6363.0,9253.0,6276.0,666.0,23736.0,35.58620689655172,0.20461372461468874
Jammu and Kashmir,Srinagar,2851.0,270.0,135.0,3495.0,36211.0,32589.0,40239.0,3256.0,112534.0,34.551427694197116,0.1807706571295859
Jammu and Kashmir,Udhampur,2446.0,349.0,11.0,1172.0,15678.0,22370.0,23107.0,2806.0,62327.0,22.204132525828285,-0.10373196071198916
Jammu and Kashmir,punch,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6153528253919376
Jammu and Kashmir,udhampur,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.592311129703767
Jharkhand,Bokaro,3505.0,2278.0,17.0,4424.0,66249.0,45931.0,62498.0,5800.0,179102.0,30.874332011722117,0.0960441373977106
Jharkhand,Bokaro *,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,-0.592311129703767
Jharkhand,Chatra,3448.0,2819.0,35.0,3989.0,43307.0,32491.0,35201.0,6302.0,114988.0,18.24337617007774,-0.19499450335618115
Jharkhand,Deoghar,4518.0,3679.0,127.0,4022.0,56038.0,33194.0,34232.0,8324.0,127486.0,15.313633633633634,-0.2625007393256157
Jharkhand,Dhanbad,6878.0,4061.0,92.0,5776.0,102021.0,52546.0,98523.0,11031.0,258866.0,23.465010877447426,-0.07467918543417862
Jharkhand,Dumka,2743.0,2996.0,86.0,4019.0,55639.0,36526.0,39686.0,5825.0,135870.0,23.32131822863028,-0.07799010772085051
Jharkhand,East Singhbhum,5983.0,2109.0,99.0,4140.0,56520.0,59424.0,76682.0,8191.0,196766.0,24.019287109375,-0.06190772117091753
Jharkhand,East Singhbum,848.0,546.0,53.0,0.0,0.0,0.0,0.0,1447.0,0.0,0.0,-0.6153528253919376
Jharkhand,Garhwa,4523.0,1535.0,15.0,3459.0,36814.0,41415.0,58043.0,6073.0,139731.0,23.004774448468883,-0.0852838131753126
Jharkhand,Garhwa *,314.0,67.0,0.0,44.0,2072.0,535.0,5049.0,381.0,7700.0,20.157068062827225,-0.15089979712252816
Jharkhand,Giridih,7695.0,6526.0,82.0,9740.0,115931.0,53614.0,56796.0,14303.0,236081.0,16.50454418344519,-0.23506014084502572
Jharkhand,Godda,3238.0,2135.0,17.0,3785.0,53892.0,44532.0,36402.0,5390.0,138611.0,25.711556297532926,-0.022914969514914906
Jharkhand,Gumla,4083.0,2524.0,94.0,3800.0,42953.0,33578.0,54300.0,6701.0,134631.0,20.088182632050135,-0.15248703425584242
